Treatment_Code,Treatment_Code_Number,Treatment_Description,Species_1,Species_2,Axenic_State,Plate_Well,Monoculture_v_Biculture,Plate,Well,Well.ID,Time_Treatment,Mean.RFU..Chl.a70.460.685.,Std.Dev.RFU..Chl.a70.460.685.,CV.RFU..Chl.a70.460.685.,Mean.RFU..Chl.a100.460.685.,Std.Dev.RFU..Chl.a100.460.685.,CV.RFU..Chl.a100.460.685.,Reading.Date.Time,Time
17C,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_E7,Biculture,Lower,E7,SPL39,64.98333333_axenic_Sa,77,21.692,28.335,65,17.916,27.423,43223.73999,64.98333333
19A,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_D3,Biculture,Lower,D3,SPL27,64.98333333_axenic_Sa,51,16.513,32.521,53,17.489,32.929,43223.73999,64.98333333
19B,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_C8,Biculture,Lower,C8,SPL24,64.98333333_axenic_Sa,370,22.046,5.951,361,21.23,5.884,43223.73999,64.98333333
19C,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Upper_C5,Biculture,Upper,C5,SPL21,64.98333333_axenic_Sa,106,39.981,37.6,111,54.322,48.89,5/3/2018 16:59,64.98333333
2A,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_B7,Monoculture,Upper,B7,SPL15,64.98333333_axenic_Sa,139,43.316,31.162,116,30.216,25.949,5/3/2018 16:59,64.98333333
2B,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_E7,Monoculture,Upper,E7,SPL39,64.98333333_axenic_Sa,72,18.947,26.438,61,23.722,39.103,5/3/2018 16:59,64.98333333
2C,2,Sa axenic Monoculture ,Sa,NA,axenic,Lower_F7,Monoculture,Lower,F7,SPL47,64.98333333_axenic_Sa,98,26.665,27.117,87,16.177,18.547,43223.73999,64.98333333
16A,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E6,Biculture,Lower,E6,SPL38,64.98333333_xenic_Sa,168,46.303,27.598,164,40.936,25.012,43223.73999,64.98333333
16B,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Upper_A4,Biculture,Upper,A4,SPL4,64.98333333_xenic_Sa,73,13.28,18.164,64,26.768,41.608,5/3/2018 16:59,64.98333333
16C,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E4,Biculture,Lower,E4,SPL36,64.98333333_xenic_Sa,201,49.016,24.373,191,35.626,18.674,43223.73999,64.98333333
18A,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_B7,Biculture,Lower,B7,SPL15,64.98333333_xenic_Sa,144,29.249,20.359,118,24.804,21.021,43223.73999,64.98333333
18B,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Upper_C8,Biculture,Upper,C8,SPL24,64.98333333_xenic_Sa,224,41.536,18.571,216,41.799,19.372,5/3/2018 16:59,64.98333333
18C,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_D8,Biculture,Lower,D8,SPL32,64.98333333_xenic_Sa,182,36.736,20.147,168,38.084,22.684,43223.73999,64.98333333
20A,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Upper_F6,Biculture,Upper,F6,SPL46,64.98333333_xenic_Sa,194,35.608,18.376,178,26.712,14.969,5/3/2018 16:59,64.98333333
20B,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_C7,Biculture,Lower,C7,SPL23,64.98333333_xenic_Sa,180,53.392,29.662,160,50.241,31.422,43223.73999,64.98333333
20C,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_D4,Biculture,Lower,D4,SPL28,64.98333333_xenic_Sa,193,34.95,18.14,175,35.79,20.426,43223.73999,64.98333333
6A,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_D7,Monoculture,Lower,D7,SPL31,64.98333333_xenic_Sa,132,28.39,21.508,122,9.394,7.7,43223.73999,64.98333333
6B,6,Sa xenic Monoculture ,Sa,NA,xenic,Upper_E5,Monoculture,Upper,E5,SPL37,64.98333333_xenic_Sa,156,27.535,17.626,144,24.509,17.046,5/3/2018 16:59,64.98333333
6C,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_C3,Monoculture,Lower,C3,SPL19,64.98333333_xenic_Sa,170,40.561,23.891,151,32.587,21.613,43223.73999,64.98333333
27A,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_F4,Biculture,Upper,F4,SPL44,64.98333333_axenic_Sc,80,14.177,17.796,80,10.592,13.204,5/3/2018 16:59,64.98333333
27B,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Lower_A8,Biculture,Lower,A8,SPL8,64.98333333_axenic_Sc,77,10.624,13.817,73,8.734,12.037,43223.73999,64.98333333
27C,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_C1,Biculture,Upper,C1,SPL17,64.98333333_axenic_Sc,78,9.185,11.759,81,20.09,24.769,5/3/2018 16:59,64.98333333
29A,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Lower_D2,Biculture,Lower,D2,SPL26,64.98333333_axenic_Sc,87,17.232,19.858,91,13.122,14.455,43223.73999,64.98333333
29B,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_B4,Biculture,Upper,B4,SPL12,64.98333333_axenic_Sc,60,10.428,17.478,61,8.313,13.653,5/3/2018 16:59,64.98333333
29C,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_F3,Biculture,Upper,F3,SPL43,64.98333333_axenic_Sc,81,11.609,14.254,85,13.479,15.817,5/3/2018 16:59,64.98333333
31A,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Upper_D4,Biculture,Upper,D4,SPL28,64.98333333_axenic_Sc,103,15.174,14.78,112,21.843,19.522,5/3/2018 16:59,64.98333333
31B,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_A7,Biculture,Lower,A7,SPL7,64.98333333_axenic_Sc,66,8.048,12.277,63,2.693,4.274,43223.73999,64.98333333
31C,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_B1,Biculture,Lower,B1,SPL9,64.98333333_axenic_Sc,85,14.881,17.461,82,18.593,22.736,43223.73999,64.98333333
4A,4,Sc axenic Monoculture ,Sc,NA,axenic,Lower_A3,Monoculture,Lower,A3,SPL3,64.98333333_axenic_Sc,62,13.383,21.625,57,14.111,24.707,43223.73999,64.98333333
4B,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_C2,Monoculture,Upper,C2,SPL18,64.98333333_axenic_Sc,100,16.597,16.633,106,9.71,9.122,5/3/2018 16:59,64.98333333
4C,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_E8,Monoculture,Upper,E8,SPL40,64.98333333_axenic_Sc,113,18.458,16.302,108,30.127,27.866,5/3/2018 16:59,64.98333333
28A,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Lower_B5,Biculture,Lower,B5,SPL13,64.98333333_xenic_Sc,106,10.481,9.899,101,13.283,13.181,43223.73999,64.98333333
28B,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Upper_F2,Biculture,Upper,F2,SPL42,64.98333333_xenic_Sc,78,10.86,13.884,81,17.612,21.803,5/3/2018 16:59,64.98333333
28C,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Upper_A2,Biculture,Upper,A2,SPL2,64.98333333_xenic_Sc,66,6.464,9.86,70,12.872,18.331,5/3/2018 16:59,64.98333333
30A,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Upper_B2,Biculture,Upper,B2,SPL10,64.98333333_xenic_Sc,88,14.004,15.934,93,6.837,7.352,5/3/2018 16:59,64.98333333
30B,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Upper_F8,Biculture,Upper,F8,SPL48,64.98333333_xenic_Sc,49,6.483,13.351,55,10.026,18.378,5/3/2018 16:59,64.98333333
30C,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Lower_E3,Biculture,Lower,E3,SPL35,64.98333333_xenic_Sc,128,19.042,14.864,130,25.124,19.359,43223.73999,64.98333333
32A,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Lower_C1,Biculture,Lower,C1,SPL17,64.98333333_xenic_Sc,111,23.922,21.616,107,18.306,17.126,43223.73999,64.98333333
32B,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Lower_F1,Biculture,Lower,F1,SPL41,64.98333333_xenic_Sc,102,21.066,20.563,94,23.226,24.767,43223.73999,64.98333333
32C,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Upper_D1,Biculture,Upper,D1,SPL25,64.98333333_xenic_Sc,83,18.842,22.581,83,17.822,21.443,5/3/2018 16:59,64.98333333
8A,8,Sc xenic Monoculture ,Sc,NA,xenic,Lower_E5,Monoculture,Lower,E5,SPL37,64.98333333_xenic_Sc,139,11.914,8.585,139,15.484,11.113,43223.73999,64.98333333
8B,8,Sc xenic Monoculture ,Sc,NA,xenic,Lower_E1,Monoculture,Lower,E1,SPL33,64.98333333_xenic_Sc,95,21.137,22.146,91,21.789,23.944,43223.73999,64.98333333
8C,8,Sc xenic Monoculture ,Sc,NA,xenic,Upper_A3,Monoculture,Upper,A3,SPL3,64.98333333_xenic_Sc,70,8.433,12.066,65,8.847,13.705,5/3/2018 16:59,64.98333333
11A,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Lower_B3,Biculture,Lower,B3,SPL11,84.28333333_axenic_Cm,513,57.11,11.123,537,41.4,7.706,5/4/2018 13:07,84.28333333
11B,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Lower_A6,Biculture,Lower,A6,SPL6,84.28333333_axenic_Cm,470,42.45,9.038,486,36.919,7.603,5/4/2018 13:07,84.28333333
11C,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Upper_C7,Biculture,Upper,C7,SPL23,84.28333333_axenic_Cm,598,34.148,5.709,592,35.9,6.069,5/4/2018 12:17,84.28333333
13A,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Lower_B2,Biculture,Lower,B2,SPL10,84.28333333_axenic_Cm,511,83.277,16.286,513,104.606,20.404,5/4/2018 13:07,84.28333333
13B,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Upper_D8,Biculture,Upper,D8,SPL32,84.28333333_axenic_Cm,566,44.241,7.81,564,72.148,12.795,5/4/2018 12:17,84.28333333
13C,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Lower_B4,Biculture,Lower,B4,SPL12,84.28333333_axenic_Cm,519,38.097,7.339,530,61.673,11.644,5/4/2018 13:07,84.28333333
1A,1,Cm axenic Monoculture ,Cm,NA,axenic,Upper_A1,Monoculture,Upper,A1,SPL1,84.28333333_axenic_Cm,544,182.962,33.612,588,203.301,34.595,5/4/2018 12:17,84.28333333
1C,1,Cm axenic Monoculture ,Cm,NA,axenic,Upper_B6,Monoculture,Upper,B6,SPL14,84.28333333_axenic_Cm,545,59.247,10.871,552,69.455,12.593,5/4/2018 12:17,84.28333333
9A,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Lower_D6,Biculture,Lower,D6,SPL30,84.28333333_axenic_Cm,589,36.055,6.119,657,136.274,20.745,5/4/2018 13:07,84.28333333
9B,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Upper_B1,Biculture,Upper,B1,SPL9,84.28333333_axenic_Cm,478,141.218,29.557,495,153.775,31.094,5/4/2018 12:17,84.28333333
9C,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Lower_C5,Biculture,Lower,C5,SPL21,84.28333333_axenic_Cm,400,21.03,5.253,448,57.355,12.799,5/4/2018 13:07,84.28333333
10A,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Lower_F8,Biculture,Lower,F8,SPL48,84.28333333_xenic_Cm,552,126.915,22.992,572,165.165,28.875,5/4/2018 13:07,84.28333333
10B,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Upper_A6,Biculture,Upper,A6,SPL6,84.28333333_xenic_Cm,400,40.221,10.047,397,70.212,17.706,5/4/2018 12:17,84.28333333
10C,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Upper_F7,Biculture,Upper,F7,SPL47,84.28333333_xenic_Cm,563,89.913,15.967,559,91.747,16.426,5/4/2018 12:17,84.28333333
12A,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Upper_D3,Biculture,Upper,D3,SPL27,84.28333333_xenic_Cm,509,33.959,6.669,515,71.388,13.862,5/4/2018 12:17,84.28333333
12B,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Lower_F4,Biculture,Lower,F4,SPL44,84.28333333_xenic_Cm,553,76.03,13.751,554,127.489,23.026,5/4/2018 13:07,84.28333333
12C,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Upper_B3,Biculture,Upper,B3,SPL11,84.28333333_xenic_Cm,433,48.102,11.12,430,59.392,13.805,5/4/2018 12:17,84.28333333
14A,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Upper_A8,Biculture,Upper,A8,SPL8,84.28333333_xenic_Cm,380,75.553,19.9,358,71.829,20.058,5/4/2018 12:17,84.28333333
14B,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Upper_C3,Biculture,Upper,C3,SPL19,84.28333333_xenic_Cm,184,14.968,8.115,189,38.672,20.497,5/4/2018 12:17,84.28333333
14C,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Lower_C2,Biculture,Lower,C2,SPL18,84.28333333_xenic_Cm,446,55.318,12.391,465,59.186,12.722,5/4/2018 13:07,84.28333333
5A,5,Cm xenic Monoculture ,Cm,NA,xenic,Upper_D7,Monoculture,Upper,D7,SPL31,84.28333333_xenic_Cm,569,42.016,7.386,567,29.879,5.267,5/4/2018 12:17,84.28333333
5B,5,Cm xenic Monoculture ,Cm,NA,xenic,Lower_D5,Monoculture,Lower,D5,SPL29,84.28333333_xenic_Cm,558,46.389,8.317,596,172.217,28.89,5/4/2018 13:07,84.28333333
5C,5,Cm xenic Monoculture ,Cm,NA,xenic,Lower_A5,Monoculture,Lower,A5,SPL5,84.28333333_xenic_Cm,391,43.022,11.006,385,40.728,10.567,5/4/2018 13:07,84.28333333
21A,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Upper_D6,Biculture,Upper,D6,SPL30,84.28333333_axenic_Mm,341,23.27,6.831,317,15.452,4.874,5/4/2018 12:17,84.28333333
21B,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Lower_A1,Biculture,Lower,A1,SPL1,84.28333333_axenic_Mm,229,67.211,29.364,195,55.88,28.673,5/4/2018 13:07,84.28333333
21C,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Upper_E3,Biculture,Upper,E3,SPL35,84.28333333_axenic_Mm,192,28.436,14.819,190,29.118,15.334,5/4/2018 12:17,84.28333333
23B,23,Mm axenic invaded with Sa axenic,Mm,Sa,axenic,Upper_B8,Biculture,Upper,B8,SPL16,84.28333333_axenic_Mm,206,28.295,13.743,178,24.784,13.898,5/4/2018 12:17,84.28333333
23C,23,Mm axenic invaded with Sa axenic,Mm,Sa,axenic,Lower_A4,Biculture,Lower,A4,SPL4,84.28333333_axenic_Mm,185,25.6,13.846,164,16.651,10.153,5/4/2018 13:07,84.28333333
25B,25,Mm axenic invaded with Sc axenic,Mm,Sc,axenic,Upper_E4,Biculture,Upper,E4,SPL36,84.28333333_axenic_Mm,203,19.105,9.427,195,17.096,8.787,5/4/2018 12:17,84.28333333
25C,25,Mm axenic invaded with Sc axenic,Mm,Sc,axenic,Lower_D1,Biculture,Lower,D1,SPL25,84.28333333_axenic_Mm,173,37.815,21.901,165,33.332,20.16,5/4/2018 13:07,84.28333333
3A,3,Mm axenic Monoculture ,Mm,NA,axenic,Lower_F2,Monoculture,Lower,F2,SPL42,84.28333333_axenic_Mm,143,34.181,23.884,142,32.431,22.785,5/4/2018 13:07,84.28333333
3B,3,Mm axenic Monoculture ,Mm,NA,axenic,Lower_E8,Monoculture,Lower,E8,SPL40,84.28333333_axenic_Mm,320,30.533,9.528,301,28.28,9.409,5/4/2018 13:07,84.28333333
3C,3,Mm axenic Monoculture ,Mm,NA,axenic,Upper_E6,Monoculture,Upper,E6,SPL38,84.28333333_axenic_Mm,365,25.733,7.046,374,35.244,9.421,5/4/2018 12:17,84.28333333
22A,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Lower_F5,Biculture,Lower,F5,SPL45,84.28333333_xenic_Mm,156,17.548,11.265,160,15.398,9.631,5/4/2018 13:07,84.28333333
22B,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Upper_E1,Biculture,Upper,E1,SPL33,84.28333333_xenic_Mm,155,47.102,30.41,151,37.041,24.476,5/4/2018 12:17,84.28333333
22C,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Upper_B5,Biculture,Upper,B5,SPL13,84.28333333_xenic_Mm,719,22.349,3.107,669,38.965,5.824,5/4/2018 12:17,84.28333333
24A,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Upper_C4,Biculture,Upper,C4,SPL20,84.28333333_xenic_Mm,300,32.282,10.765,280,18.691,6.673,5/4/2018 12:17,84.28333333
24B,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Lower_E2,Biculture,Lower,E2,SPL34,84.28333333_xenic_Mm,204,42.062,20.585,196,37.792,19.282,5/4/2018 13:07,84.28333333
24C,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Lower_B6,Biculture,Lower,B6,SPL14,84.28333333_xenic_Mm,228,20.988,9.192,196,15.596,7.957,5/4/2018 13:07,84.28333333
26A,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Lower_B8,Biculture,Lower,B8,SPL16,84.28333333_xenic_Mm,278,35.057,12.59,241,28.324,11.753,5/4/2018 13:07,84.28333333
26B,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Upper_D2,Biculture,Upper,D2,SPL26,84.28333333_xenic_Mm,253,25.124,9.922,228,23.46,10.294,5/4/2018 12:17,84.28333333
26C,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Upper_F1,Biculture,Upper,F1,SPL41,84.28333333_xenic_Mm,161,41.349,25.612,170,49.068,28.901,5/4/2018 12:17,84.28333333
7A,7,Mm xenic Monoculture ,Mm,NA,xenic,Upper_A7,Monoculture,Upper,A7,SPL7,84.28333333_xenic_Mm,202,26.77,13.26,180,18.561,10.331,5/4/2018 12:17,84.28333333
7B,7,Mm xenic Monoculture ,Mm,NA,xenic,Lower_A2,Monoculture,Lower,A2,SPL2,84.28333333_xenic_Mm,246,58.34,23.758,208,39.463,18.983,5/4/2018 13:07,84.28333333
7C,7,Mm xenic Monoculture ,Mm,NA,xenic,Upper_F5,Monoculture,Upper,F5,SPL45,84.28333333_xenic_Mm,217,25.598,11.821,220,19.532,8.865,5/4/2018 12:17,84.28333333
15A,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Lower_C4,Biculture,Lower,C4,SPL20,84.28333333_axenic_Sa,163,30.569,18.779,161,28.351,17.658,5/4/2018 13:07,84.28333333
15B,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Lower_F6,Biculture,Lower,F6,SPL46,84.28333333_axenic_Sa,237,69.855,29.502,216,40.189,18.587,5/4/2018 13:07,84.28333333
15C,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Upper_D5,Biculture,Upper,D5,SPL29,84.28333333_axenic_Sa,415,69.032,16.63,401,61.92,15.437,5/4/2018 12:17,84.28333333
17A,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Upper_E2,Biculture,Upper,E2,SPL34,84.28333333_axenic_Sa,171,55.026,32.158,158,47.352,30.012,5/4/2018 12:17,84.28333333
17B,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_C6,Biculture,Lower,C6,SPL22,84.28333333_axenic_Sa,811,25.201,3.107,829,21.78,2.627,5/4/2018 13:07,84.28333333
17C,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_E7,Biculture,Lower,E7,SPL39,84.28333333_axenic_Sa,235,65.926,28.014,245,80.559,32.881,5/4/2018 13:07,84.28333333
19A,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_D3,Biculture,Lower,D3,SPL27,84.28333333_axenic_Sa,167,37.362,22.343,154,43.355,28.112,5/4/2018 13:07,84.28333333
19B,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_C8,Biculture,Lower,C8,SPL24,84.28333333_axenic_Sa,715,35.364,4.945,724,42.631,5.89,5/4/2018 13:07,84.28333333
19C,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Upper_C5,Biculture,Upper,C5,SPL21,84.28333333_axenic_Sa,275,58.165,21.159,277,85.089,30.743,5/4/2018 12:17,84.28333333
2A,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_B7,Monoculture,Upper,B7,SPL15,84.28333333_axenic_Sa,282,43.607,15.439,242,35.768,14.787,5/4/2018 12:17,84.28333333
2B,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_E7,Monoculture,Upper,E7,SPL39,84.28333333_axenic_Sa,245,59.021,24.058,243,41.914,17.217,5/4/2018 12:17,84.28333333
2C,2,Sa axenic Monoculture ,Sa,NA,axenic,Lower_F7,Monoculture,Lower,F7,SPL47,84.28333333_axenic_Sa,247,75.48,30.531,238,56.777,23.867,5/4/2018 13:07,84.28333333
16A,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E6,Biculture,Lower,E6,SPL38,84.28333333_xenic_Sa,521,90.197,17.305,507,87.819,17.31,5/4/2018 13:07,84.28333333
16B,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Upper_A4,Biculture,Upper,A4,SPL4,84.28333333_xenic_Sa,191,50.599,26.554,162,24.68,15.224,5/4/2018 12:17,84.28333333
16C,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E4,Biculture,Lower,E4,SPL36,84.28333333_xenic_Sa,580,65.482,11.292,573,69.498,12.119,5/4/2018 13:07,84.28333333
18A,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_B7,Biculture,Lower,B7,SPL15,84.28333333_xenic_Sa,298,47.762,16.01,283,58.866,20.776,5/4/2018 13:07,84.28333333
18B,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Upper_C8,Biculture,Upper,C8,SPL24,84.28333333_xenic_Sa,381,28.553,7.501,352,28.32,8.035,5/4/2018 12:17,84.28333333
18C,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_D8,Biculture,Lower,D8,SPL32,84.28333333_xenic_Sa,479,120.316,25.142,456,117.574,25.784,5/4/2018 13:07,84.28333333
20A,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Upper_F6,Biculture,Upper,F6,SPL46,84.28333333_xenic_Sa,511,91.459,17.89,505,70.039,13.878,5/4/2018 12:17,84.28333333
20B,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_C7,Biculture,Lower,C7,SPL23,84.28333333_xenic_Sa,340,44.732,13.148,305,31.913,10.471,5/4/2018 13:07,84.28333333
20C,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_D4,Biculture,Lower,D4,SPL28,84.28333333_xenic_Sa,464,60.927,13.128,447,64.195,14.361,5/4/2018 13:07,84.28333333
6A,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_D7,Monoculture,Lower,D7,SPL31,84.28333333_xenic_Sa,568,62.482,11.005,543,42.745,7.874,5/4/2018 13:07,84.28333333
6B,6,Sa xenic Monoculture ,Sa,NA,xenic,Upper_E5,Monoculture,Upper,E5,SPL37,84.28333333_xenic_Sa,498,69.667,13.989,503,67.273,13.377,5/4/2018 12:17,84.28333333
6C,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_C3,Monoculture,Lower,C3,SPL19,84.28333333_xenic_Sa,279,27.719,9.939,295,70.996,24.057,5/4/2018 13:07,84.28333333
27A,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_F4,Biculture,Upper,F4,SPL44,84.28333333_axenic_Sc,245,22.694,9.263,250,30.97,12.393,5/4/2018 12:17,84.28333333
27B,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Lower_A8,Biculture,Lower,A8,SPL8,84.28333333_axenic_Sc,241,39.84,16.508,233,40.86,17.511,5/4/2018 13:07,84.28333333
27C,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_C1,Biculture,Upper,C1,SPL17,84.28333333_axenic_Sc,243,64.492,26.576,233,57.038,24.468,5/4/2018 12:17,84.28333333
29A,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Lower_D2,Biculture,Lower,D2,SPL26,84.28333333_axenic_Sc,295,35.931,12.198,283,48.942,17.267,5/4/2018 13:07,84.28333333
29B,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_B4,Biculture,Upper,B4,SPL12,84.28333333_axenic_Sc,220,19.199,8.731,208,21.028,10.099,5/4/2018 12:17,84.28333333
29C,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_F3,Biculture,Upper,F3,SPL43,84.28333333_axenic_Sc,228,39.357,17.237,232,55.149,23.748,5/4/2018 12:17,84.28333333
31A,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Upper_D4,Biculture,Upper,D4,SPL28,84.28333333_axenic_Sc,334,18.849,5.651,340,26.025,7.644,5/4/2018 12:17,84.28333333
31B,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_A7,Biculture,Lower,A7,SPL7,84.28333333_axenic_Sc,220,23.564,10.733,206,29.723,14.444,5/4/2018 13:07,84.28333333
31C,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_B1,Biculture,Lower,B1,SPL9,84.28333333_axenic_Sc,244,65.345,26.83,239,67.16,28.048,5/4/2018 13:07,84.28333333
4A,4,Sc axenic Monoculture ,Sc,NA,axenic,Lower_A3,Monoculture,Lower,A3,SPL3,84.28333333_axenic_Sc,182,28.391,15.637,174,28.662,16.504,5/4/2018 13:07,84.28333333
4B,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_C2,Monoculture,Upper,C2,SPL18,84.28333333_axenic_Sc,306,45.68,14.917,288,44.199,15.323,5/4/2018 12:17,84.28333333
4C,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_E8,Monoculture,Upper,E8,SPL40,84.28333333_axenic_Sc,352,53.451,15.199,361,59.962,16.62,5/4/2018 12:17,84.28333333
28A,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Lower_B5,Biculture,Lower,B5,SPL13,84.28333333_xenic_Sc,314,21.288,6.775,285,20.959,7.343,5/4/2018 13:07,84.28333333
28B,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Upper_F2,Biculture,Upper,F2,SPL42,84.28333333_xenic_Sc,231,58.66,25.431,234,66.806,28.495,5/4/2018 12:17,84.28333333
28C,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Upper_A2,Biculture,Upper,A2,SPL2,84.28333333_xenic_Sc,218,55.406,25.429,200,52.233,26.073,5/4/2018 12:17,84.28333333
30A,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Upper_B2,Biculture,Upper,B2,SPL10,84.28333333_xenic_Sc,259,51.829,19.994,267,52.297,19.62,5/4/2018 12:17,84.28333333
